,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text, Close/Last, Volume, Open, High, Low,Sentiment
12,623495525,True,golden,11,,3,0.8381,12/01/2014,5.4e+17,#AAPL OR @Apple,3,"The Best-Designed #iPhone #Apps In the World, According to @apple: http://t.co/Razqvpxofg http://t.co/ev7uKWiEcz", $115.07,83657780, $118.81, $119.25, $111.27,pos
13,623495526,False,finalized,3,12/12/14 21:38,5,1.0,12/01/2014,5.4e+17,#AAPL OR @Apple,,RT @peterpham: Bought my @AugustSmartLock at the @apple store..pretty good logo match . can't wait to install it! http://t.co/z8VKMhbnR3, $115.07,83657780, $118.81, $119.25, $111.27,pos
14,623495527,True,golden,17,,1,1.0,12/01/2014,5.4e+17,#AAPL OR @Apple,1,@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync, $115.07,83657780, $118.81, $119.25, $111.27,pos
15,623495528,False,finalized,6,12/12/14 15:50,3,0.4798,12/01/2014,5.4e+17,#AAPL OR @Apple,,#aapl @applenws Thanks to the non factual dumb Twitter followers stock drops 3 points in one minute. Thanks dummies. #rumors, $115.07,83657780, $118.81, $119.25, $111.27,pos
16,623495529,True,golden,16,,1,0.9399,12/01/2014,5.4e+17,#AAPL OR @Apple,1,WARNING IF YOU BUY AN IPHONE 5S UNLOCKED FROM @APPLE IPHONE YOU CANNOT USE IT ON VERIZON NETWORK, $115.07,83657780, $118.81, $119.25, $111.27,pos
17,623495530,False,finalized,3,12/12/14 3:38,not_relevant,0.6904,12/01/2014,5.4e+17,#AAPL OR @Apple,,"@Apple John Cantlie has been a prisoner of ISIS for 739 days, show you have not abandoned him. Sign https://t.co/WTn4fuiJ0P", $115.07,83657780, $118.81, $119.25, $111.27,pos
18,623495531,False,finalized,3,12/12/14 4:59,3,0.6621,12/01/2014,5.4e+17,#AAPL OR @Apple,,@apple- thanks for xtra checkin at upper westside store- but why are appointments running almost 50 minutes late?, $115.07,83657780, $118.81, $119.25, $111.27,pos
19,623495532,False,finalized,3,12/12/14 20:59,3,1.0,12/01/2014,5.4e+17,#AAPL OR @Apple,,Why #AAPL Stock Had a Mini-Flash Crash Today: Money Morning: Nothing the analysts suggested would make a widel... http://t.co/jFGsSy2Ei3, $115.07,83657780, $118.81, $119.25, $111.27,pos
20,623495533,False,finalized,3,12/11/14 20:31,not_relevant,1.0,12/01/2014,5.4e+17,#AAPL OR @Apple,,$AAPL dip only momentarily....just an aberration in the equity world..#AAPL, $115.07,83657780, $118.81, $119.25, $111.27,neg
21,623495534,False,finalized,4,12/12/14 8:36,3,0.7244,12/01/2014,5.4e+17,#AAPL OR @Apple,,The JH Hines Staff with their newly issued @apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH, $115.07,83657780, $118.81, $119.25, $111.27,pos
22,623495535,False,finalized,3,12/12/14 14:08,3,0.6552,12/01/2014,5.4e+17,#AAPL OR @Apple,,@robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles, $115.07,83657780, $118.81, $119.25, $111.27,pos
23,623495536,True,golden,13,,1,1.0,12/01/2014,5.4e+17,#AAPL OR @Apple,1,"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc", $115.07,83657780, $118.81, $119.25, $111.27,pos
24,623495537,True,golden,9,,1,0.8928,12/02/2014,5.4e+17,#AAPL OR @Apple,1,i get the storage almost full notification literally every 5 minutes chill @apple, $114.63,59205320, $113.5, $115.75, $112.75,pos
25,623495538,True,golden,13,,1,0.8558,12/02/2014,5.4e+17,#AAPL OR @Apple,1,I had to do made the #switch from iPhone 6 to the galaxy note edge. @apple keep up http://t.co/1Vve1htP0n, $114.63,59205320, $113.5, $115.75, $112.75,pos
26,623495539,True,golden,14,,1,0.8701,12/02/2014,5.4e+17,#AAPL OR @Apple,1,@ me RT @101Baemations: Can't stand those ppl with @Apple stickers everywhere. 9/10 they prob just bought an iPod shuffle, $114.63,59205320, $113.5, $115.75, $112.75,pos
27,623495540,False,finalized,4,12/12/14 8:36,3,0.7244,12/02/2014,5.4e+17,#AAPL OR @Apple,,Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
28,623495541,True,golden,16,,5,0.5724,12/02/2014,5.4e+17,#AAPL OR @Apple,"5
3",Latest Apple Products Leading in Efficiency http://t.co/KHeNlVT1FJ @apple #iPhone #iPad #plugloads, $114.63,59205320, $113.5, $115.75, $112.75,pos
29,623495542,False,finalized,3,12/12/14 8:42,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
30,623495543,False,finalized,4,12/12/14 18:31,3,0.7179,12/02/2014,5.4e+17,#AAPL OR @Apple,,Good be huge RT @thehill Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/QmLBuvG6Xz, $114.63,59205320, $113.5, $115.75, $112.75,pos
31,623495544,False,finalized,3,12/12/14 2:33,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@thehill @Apple i cite the 4th amendment as a retort, $114.63,59205320, $113.5, $115.75, $112.75,pos
32,623495545,False,finalized,3,12/12/14 0:01,3,0.6604,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
33,623495546,False,finalized,4,12/11/14 23:40,5,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading., $114.63,59205320, $113.5, $115.75, $112.75,pos
34,623495547,False,finalized,3,12/12/14 9:10,3,0.6515,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
35,623495548,False,finalized,3,12/12/14 21:02,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,Way to stay relevant RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/mptcggWZO1, $114.63,59205320, $113.5, $115.75, $112.75,pos
36,623495549,False,finalized,6,12/11/14 9:47,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,Apple Inc. Flash Crash: What You Need to Know http://t.co/Ko9PT6yuMV #AAPL, $114.63,59205320, $113.5, $115.75, $112.75,pos
37,623495550,True,golden,9,,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,3,"http://t.co/hpC7p1rHvA
need help on using your #Apple #iPhone6 &amp; #iPhone6Plus ? #checkitout
@applenws @apple http://t.co/K3fQHPazMc", $114.63,59205320, $113.5, $115.75, $112.75,pos
38,623495551,False,finalized,3,12/11/14 14:07,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
39,623495552,False,finalized,6,12/12/14 9:26,1,0.4673,12/02/2014,5.4e+17,#AAPL OR @Apple,,That flash crash really screwed with a lot of traders today. Not me. Im more determined than ever to make trading work for me #AAPL, $114.63,59205320, $113.5, $115.75, $112.75,pos
40,623495553,False,finalized,3,12/12/14 14:51,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @tra_hall: The JH Hines Staff with their newly issued @Apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH #txed, $114.63,59205320, $113.5, $115.75, $112.75,pos
41,623495554,True,golden,11,,1,0.7453,12/02/2014,5.4e+17,#AAPL OR @Apple,1,Nigga update yall headphones @Apple, $114.63,59205320, $113.5, $115.75, $112.75,neg
42,623495555,False,finalized,3,12/12/14 3:33,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
43,623495556,False,finalized,3,12/11/14 22:17,1,0.665,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
44,623495557,True,golden,10,,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,1,"Ok, @apple. You win. I won't use your browser anymore since it keeps closing on me. Literally 8 times today. I counted.", $114.63,59205320, $113.5, $115.75, $112.75,pos
45,623495558,False,finalized,3,12/11/14 21:20,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
46,623495559,False,finalized,6,12/11/14 20:50,1,0.501,12/02/2014,5.4e+17,#AAPL OR @Apple,,@thehill @Apple I cite the us constitution where judges cannot pass laws! Violation of the separation of powers, $114.63,59205320, $113.5, $115.75, $112.75,pos
47,623495560,True,golden,16,,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,1,@apple U need to get ur fucking shit together and let me txt while on YouTube, $114.63,59205320, $113.5, $115.75, $112.75,pos
48,623495561,False,finalized,3,12/11/14 21:21,1,0.6672,12/02/2014,5.4e+17,#AAPL OR @Apple,,@thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure, $114.63,59205320, $113.5, $115.75, $112.75,pos
49,623495562,False,finalized,3,12/12/14 20:51,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
50,623495563,False,finalized,3,12/12/14 1:20,3,0.6868,12/02/2014,5.4e+17,#AAPL OR @Apple,,@thehill @Apple Furthermore there are no provisions for secrecy in the constitution as such such activities are sedition by the US gov., $114.63,59205320, $113.5, $115.75, $112.75,pos
51,623495564,False,finalized,3,12/12/14 3:38,1,0.6656,12/02/2014,5.4e+17,#AAPL OR @Apple,,#AAPL:Here's why Apple dropped...http://t.co/qVpNCJv1pb, $114.63,59205320, $113.5, $115.75, $112.75,pos
52,623495565,False,finalized,4,12/12/14 2:08,3,0.7408,12/02/2014,5.4e+17,#AAPL OR @Apple,,This one chart explains @tim_cook's affect on @Apple. Paints an interesting story. What do you think? http://t.co/7cBY6jL5Pn, $114.63,59205320, $113.5, $115.75, $112.75,pos
53,623495566,False,finalized,3,12/12/14 2:28,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
54,623495567,False,finalized,3,12/12/14 21:02,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
55,623495568,False,finalized,4,12/12/14 22:25,3,0.732,12/02/2014,5.4e+17,#AAPL OR @Apple,,"Final #AAPL #PutCallRatios for Monday, December 1, 2014 http://t.co/EVJC0tNGPJ", $114.63,59205320, $113.5, $115.75, $112.75,pos
56,623495569,False,finalized,3,12/12/14 17:48,3,0.7177,12/02/2014,5.4e+17,#AAPL OR @Apple,,#AAPL Launches Red #Apple Logo for World AIDS Day: Dec. 1 is World AIDS Day and the red Apple logo will be abl... http://t.co/crc6VpIELd, $114.63,59205320, $113.5, $115.75, $112.75,pos
57,623495570,True,golden,14,,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,1,hey @apple fuck you, $114.63,59205320, $113.5, $115.75, $112.75,neg
58,623495571,True,golden,13,,3,0.6788,12/02/2014,5.4e+17,#AAPL OR @Apple,,5 Companies Growing Faster Than Apple Inc. http://t.co/PgCG4CkJK9 #AAPL, $114.63,59205320, $113.5, $115.75, $112.75,pos
59,623495572,False,finalized,3,12/12/14 8:52,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple why doesn't your people explain precautions when buying an expensive laptop, $114.63,59205320, $113.5, $115.75, $112.75,neg
60,623495573,False,finalized,3,12/11/14 20:59,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
61,623495574,False,finalized,3,12/12/14 11:16,3,0.6731,12/02/2014,5.4e+17,#AAPL OR @Apple,,@Quailman_ @Apple u was bored huh, $114.63,59205320, $113.5, $115.75, $112.75,neg
62,623495575,False,finalized,3,12/11/14 20:54,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @wagner_tim: @robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles, $114.63,59205320, $113.5, $115.75, $112.75,pos
63,623495576,True,golden,18,,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,1,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple", $114.63,59205320, $113.5, $115.75, $112.75,pos
64,623495577,False,finalized,3,12/12/14 20:54,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it, $114.63,59205320, $113.5, $115.75, $112.75,pos
65,623495578,False,finalized,3,12/11/14 22:10,3,0.7011,12/02/2014,5.4e+17,#AAPL OR @Apple,,INSPI(RED) by @Apple and @tim_cook on #WorldAIDSDAY. 100% of #AppsforRED in @AppStore go to fight AIDs. Get @Farmville2 and @CSRRacing @RED, $114.63,59205320, $113.5, $115.75, $112.75,pos
66,623495579,False,finalized,4,12/12/14 2:39,3,0.7321,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
67,623495580,False,finalized,3,12/12/14 9:14,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems, $114.63,59205320, $113.5, $115.75, $112.75,neg
68,623495581,True,golden,16,,5,0.8214,12/02/2014,5.4e+17,#AAPL OR @Apple,5,Photo: Love IOS 8 @apple @iphone #Love #IOS8 #NoCrop #iphone #young #phone #screen #capturescream #boy... http://t.co/fIDj9FxHDV, $114.63,59205320, $113.5, $115.75, $112.75,pos
69,623495582,False,finalized,3,12/12/14 9:16,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service., $114.63,59205320, $113.5, $115.75, $112.75,neg
70,623495583,False,finalized,3,12/12/14 13:02,1,0.6398,12/02/2014,5.4e+17,#AAPL OR @Apple,,Then how the hell did I take this screenshot? @apple @timcook http://t.co/NvFWwi4JsM, $114.63,59205320, $113.5, $115.75, $112.75,pos
71,623495584,False,finalized,3,12/12/14 3:17,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/WY4zI6XQtF, $114.63,59205320, $113.5, $115.75, $112.75,pos
72,623495585,False,finalized,3,12/12/14 1:13,3,0.6759,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
73,623495586,False,finalized,6,12/12/14 9:26,1,0.5327,12/02/2014,5.4e+17,#AAPL OR @Apple,,Buy round lot on the open MT @WSJD #AAPL stock briefly dove 6.4% today. Analysts not sure why http://t.co/F6e73eJUJE http://t.co/2qQvMWOotv, $114.63,59205320, $113.5, $115.75, $112.75,pos
74,623495587,False,finalized,3,12/11/14 18:38,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,3G is draining my battery fix this @apple, $114.63,59205320, $113.5, $115.75, $112.75,neg
75,623495588,False,finalized,3,12/11/14 18:42,not_relevant,0.6527,12/02/2014,5.4e+17,#AAPL OR @Apple,,My daughter's @Apple #iPod stolen. To the thief: try working as hard to earn one - like my daughter had to buy hers. #LosingFaithInPeople, $114.63,59205320, $113.5, $115.75, $112.75,pos
76,623495589,False,finalized,3,12/12/14 7:04,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple your chargers suck ass! They just love to break!, $114.63,59205320, $113.5, $115.75, $112.75,neg
77,623495590,False,finalized,3,12/12/14 2:23,3,0.6783,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
78,623495591,False,finalized,3,12/12/14 19:56,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,"#AAPL:My Three Horsemen Of The NASDAQ 100:  Apple, Microsoft And Gilead Scie...http://t.co/cDvoZfGSBX", $114.63,59205320, $113.5, $115.75, $112.75,pos
79,623495592,False,finalized,3,12/12/14 0:00,3,0.6604,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom, $114.63,59205320, $113.5, $115.75, $112.75,pos
80,623495593,False,finalized,4,12/12/14 14:46,1,0.7556,12/02/2014,5.4e+17,#AAPL OR @Apple,,I'm hoping @apple won't automatically make us download Bruce Springsteen and U2 singing together.  #u2 #bruce #espn #thatwasbad, $114.63,59205320, $113.5, $115.75, $112.75,pos
81,623495594,False,finalized,6,12/11/14 23:38,1,0.4791,12/02/2014,5.4e+17,#AAPL OR @Apple,,@thehill @Apple What a joke! Justice Dept should prosecute Killer Wilson in pursuit of JUSTICE. #Ferguson IS NOT OVER!, $114.63,59205320, $113.5, $115.75, $112.75,neg
82,623495595,False,finalized,3,12/12/14 8:53,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@aydlettgwyn13 @apple please educate us, $114.63,59205320, $113.5, $115.75, $112.75,neg
83,623495596,False,finalized,4,12/12/14 2:30,1,0.7591,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @TinfoilTricorn: @thehill @Apple Wish we could prosecute the admin for violation of privacy and criminal search and seizure, $114.63,59205320, $113.5, $115.75, $112.75,pos
84,623495597,False,finalized,3,12/12/14 11:28,3,0.6676,12/02/2014,5.4e+17,#AAPL OR @Apple,,The game #traders play in the name of #market #liquidity #HFT #darkpools #stock #trading #algorithms #AAPL  http://t.co/laKjpr89S8, $114.63,59205320, $113.5, $115.75, $112.75,pos
85,623495598,False,finalized,3,12/12/14 6:51,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,#AAPL:10 Steve Jobs emails you need to read...http://t.co/82G1kL94tx, $114.63,59205320, $113.5, $115.75, $112.75,pos
86,623495599,False,finalized,3,12/12/14 20:34,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple, $114.63,59205320, $113.5, $115.75, $112.75,pos
87,623495600,False,finalized,3,12/12/14 16:23,1,0.7039,12/02/2014,5.4e+17,#AAPL OR @Apple,,Thisn#Yosemite update is stressing me out @apple #macbookpro, $114.63,59205320, $113.5, $115.75, $112.75,pos
88,623495601,False,finalized,3,12/12/14 12:15,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,Just broke my 3rd charger of the month. Get your shit together @apple, $114.63,59205320, $113.5, $115.75, $112.75,pos
89,623495602,False,finalized,3,12/12/14 6:47,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,"This iPhone 6 battery isn't as good as you claim, @apple", $114.63,59205320, $113.5, $115.75, $112.75,neg
90,623495603,False,finalized,3,12/12/14 2:50,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,#Nasdaq big fall. @FB @Baba @Twtr @Linkd @Apple fell 3-6% on Monday! See whether follow up .., $114.63,59205320, $113.5, $115.75, $112.75,neg
91,623495604,False,finalized,3,12/12/14 12:14,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,"#iPhone #users face big change over @Apple [#Apple]'s Google search choice. (#Monday, 1 #December) http://t.co/fA3KKjQQdA", $114.63,59205320, $113.5, $115.75, $112.75,pos
92,623495605,False,finalized,3,12/11/14 22:06,3,0.6908,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @chanchan1717: @aydlettgwyn13 @apple please educate us, $114.63,59205320, $113.5, $115.75, $112.75,neg
93,623495606,False,finalized,3,12/12/14 21:08,5,0.6517,12/02/2014,5.4e+17,#AAPL OR @Apple,,"Just updated my ram to 16gb. @apple you guys are like shallow gf's. Take all the money, but dammit you look good.", $114.63,59205320, $113.5, $115.75, $112.75,neg
94,623495607,False,finalized,3,12/12/14 20:37,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple @iphone4 oh it's not fair and i think you're really mean, $114.63,59205320, $113.5, $115.75, $112.75,neg
95,623495608,False,finalized,3,12/12/14 1:35,3,0.6794,12/02/2014,5.4e+17,#AAPL OR @Apple,,#whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime, $114.63,59205320, $113.5, $115.75, $112.75,pos
96,623495609,False,finalized,3,12/11/14 20:55,3,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,RT @JodiSpicer: #whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime, $114.63,59205320, $113.5, $115.75, $112.75,pos
97,623495610,True,golden,13,,5,0.7851,12/02/2014,5.4e+17,#AAPL OR @Apple,5,IBM: @Apple iOS users account for 21.6% of ALL online sales. 3x @android users (6.6%). They are dominating. #business #sales #cybermonday, $114.63,59205320, $113.5, $115.75, $112.75,pos
98,623495611,False,finalized,3,12/12/14 11:19,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,I HATE HOW IOS 8 CAPITALIZES RANDOM WORDS LIKE I DONT WANNA GIVE EMPHASIS TO SOME STUPID WORD IN THA SENTENCE GET UR SELF TOGETHER @Apple, $114.63,59205320, $113.5, $115.75, $112.75,neg
99,623495612,True,golden,11,,3,0.6218,12/02/2014,5.4e+17,#AAPL OR @Apple,3,@gr8american23 i've made clear i support rand paul in 2016 in most cases. why is everyone pigeonholed as red or blue? also u like @apple?, $114.63,59205320, $113.5, $115.75, $112.75,pos
100,623495613,False,finalized,3,12/12/14 21:55,1,0.6884,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple why was the iphone 4 ever created, $114.63,59205320, $113.5, $115.75, $112.75,pos
101,623495614,False,finalized,3,12/12/14 8:43,1,1.0,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot, $114.63,59205320, $113.5, $115.75, $112.75,pos
102,623495615,False,finalized,3,12/12/14 14:24,5,0.6573,12/02/2014,5.4e+17,#AAPL OR @Apple,,@apple please can I have new phone for Christmas? #spreadsomejoy, $114.63,59205320, $113.5, $115.75, $112.75,neg
103,623495616,False,finalized,4,12/12/14 2:24,3,0.7279,12/02/2014,5.4e+17,#AAPL OR @Apple,,Perfome @apple pie.. http://t.co/eHsgVdej9N, $114.63,59205320, $113.5, $115.75, $112.75,pos
104,623495617,False,finalized,3,12/11/14 23:31,3,0.6734,12/02/2014,5.4e+17,#AAPL OR @Apple,,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks, $114.63,59205320, $113.5, $115.75, $112.75,pos
105,623495618,False,finalized,3,12/11/14 14:28,3,0.6442,12/02/2014,5.4e+17,#AAPL OR @Apple,,.@Apple rumoured to be launching a 'Mega Tab' because #biggerisbetter http://t.co/UreeAozPaI, $114.63,59205320, $113.5, $115.75, $112.75,pos
